#disease_state	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53
Probesets	GSM79144	GSM79118	GSM79147	GSM79241	GSM79122	GSM79227
38340_at	8.941506	8.160117	8.283955	8.249681	8.528178	8.232104
38398_at	8.380128	8.296421	8.192987	8.626831	8.353926	8.096145
38447_at	9.664138	9.564251	9.196149	9.340369	9.303864	9.295646
38487_at	9.349363	9.360067	9.13755	9.317923	9.419557	9.009802
38521_at	7.472773	7.307801	7.231654	7.512128	7.412327	7.434418
38671_at	9.925302	9.826843	9.509011	9.544523	10.374299	9.622699
38691_s_at	8.298469	8.112304	8.112701	8.022217	8.292591	8.35157
38703_at	9.471176	10.018627	9.583121	9.980729	10.150885	9.532308
38707_r_at	9.933317	9.66406	9.577878	9.671506	9.762032	9.69594
38710_at	10.544497	10.600437	10.511891	10.834742	10.350436	10.339595
38766_at	8.796684	8.534154	8.030825	8.424615	8.824379	8.264343
38892_at	6.668039	7.002084	6.949846	6.664516	7.301772	6.526737
38918_at	7.804765	7.701865	6.012401	6.922246	7.347382	7.229864
38964_r_at	9.531045	9.635453	9.407643	9.467083	9.487942	9.700717
39248_at	5.181001	9.467378	7.284206	6.798499	7.975478	7.640297
39249_at	8.049017	8.138745	7.700576	7.684314	7.848986	7.873274
39313_at	4.496001	4.688783	4.281144	4.809205	5.926007	4.668936
39318_at	6.419789	6.357591	6.700676	6.467252	6.411413	6.499368
39402_at	6.413691	6.652076	6.70497	6.378712	6.574651	6.706345
39548_at	5.104314	5.095586	4.825285	4.82093	4.882139	4.97207
39549_at	5.209267	4.81952	4.734038	4.631608	4.56225	4.487754
39582_at	6.844747	6.977529	7.026806	6.747256	7.727336	6.430393
39650_s_at	7.087685	6.702673	6.977838	6.892864	6.425756	6.502492
396_f_at	10.130725	9.722233	9.590578	9.692931	9.84816	9.750526
39705_at	7.901011	8.029017	8.004848	7.674089	8.428908	7.556361
39729_at	9.84546	10.666452	10.620729	9.373373	10.405853	10.708308
39763_at	8.299649	9.633044	7.380382	7.656239	7.39215	7.537579
39817_s_at	8.341038	8.488312	8.35535	9.189529	8.84032	8.956672
39835_at	8.053709	7.64311	7.471019	7.852145	8.07861	7.953205
39854_r_at	11.422049	10.796971	10.848957	10.838675	11.039007	10.71522
39891_at	7.238542	6.786257	6.825951	6.893135	6.907044	6.829209
39966_at	5.175714	5.631167	4.655424	4.503852	4.502125	4.949162
40016_g_at	8.516804	9.520849	8.736076	9.197421	8.44058	8.356995
40020_at	7.576291	7.095436	6.811481	6.97962	7.45094	7.049561
40093_at	10.277299	9.177745	7.784386	9.518183	8.760439	8.027064
40148_at	6.146225	7.285547	6.375784	5.714728	5.742179	5.690059
40149_at	7.48642	7.856733	7.320606	7.84522	8.472027	7.426783
40189_at	9.001407	9.502637	10.051123	9.695948	9.90437	10.596813
40225_at	9.956895	10.196873	9.623867	10.573888	10.0261	9.477602
40255_at	6.779396	6.901915	6.828782	6.655874	7.281583	6.732982
40273_at	6.971957	7.048885	6.856257	7.2523	7.219495	6.981655
40284_at	4.186555	4.206771	4.26869	4.215842	4.177478	4.311341
40359_at	9.368843	9.388711	9.387922	9.64937	9.245914	9.395152
40420_at	7.081874	7.17542	7.737698	7.724153	6.933109	7.02288
40446_at	9.732207	9.900058	9.442431	9.748977	9.822478	9.372156
40465_at	7.924727	8.332964	8.077773	8.271729	7.529488	8.047272
40472_at	6.462581	6.200175	6.319852	6.314959	6.257845	5.808947
40489_at	8.557715	8.304712	8.010993	8.369644	8.840271	8.096056
40524_at	4.589729	4.654769	4.964912	4.652783	4.679376	4.698739
40560_at	8.135111	7.506816	7.273658	7.630107	7.59117	7.328855
40562_at	8.437008	7.797603	8.044534	7.998884	7.857118	7.956841
40569_at	8.819369	8.380621	7.619589	8.432097	8.479888	7.917739
40612_at	6.337543	6.205387	6.073108	5.770591	5.918282	5.823814
40640_at	6.850114	6.74597	6.651098	6.71621	6.648776	6.751643
40665_at	4.381624	4.55708	3.982033	4.088069	4.377321	4.051149
40687_at	6.857828	6.44268	6.606989	6.715617	6.661867	6.638536
40829_at	9.191865	9.144164	9.033682	9.246316	9.534662	8.555847
40837_at	8.32911	8.164019	8.362398	8.722214	7.792333	7.754259
40850_at	8.441326	8.279267	8.131377	8.182599	9.095997	8.285967
41037_at	6.437767	5.951798	6.103827	6.720842	7.842839	6.691981
41047_at	9.282609	8.862586	9.710289	8.925787	9.801198	8.620383
41113_at	6.179212	6.645094	6.168532	6.50151	6.582732	6.479855
41160_at	9.327265	8.935977	8.844762	9.1175	9.284584	9.15299
41220_at	11.730088	11.143951	11.685649	12.054098	11.503289	11.928945
41329_at	7.281179	7.174733	7.171591	6.753013	6.987911	7.208156
41386_i_at	9.405559	9.123688	8.792809	9.569395	9.058864	8.918622
41387_r_at	7.962835	7.52526	7.793357	8.041793	7.731353	7.643161
41397_at	6.729329	6.645835	6.576893	6.559866	6.42406	6.308325
41469_at	6.254471	5.642406	6.863208	5.55746	7.248695	5.727002
41512_at	6.86668	6.972534	6.493457	7.110473	7.122721	6.69121
41553_at	5.838393	5.786497	5.651058	5.682075	5.706319	5.73712
41577_at	5.435459	5.193883	5.159339	5.23431	5.175665	5.505348
41644_at	9.316737	9.875132	9.363121	10.698122	10.137263	9.291801
41657_at	8.283127	8.073698	7.930449	7.838835	8.009339	8.075696
41660_at	6.861336	8.600643	6.131632	9.019526	6.185281	6.950119
41856_at	9.281746	8.917128	8.625652	9.066175	9.157351	8.87175
41858_at	7.512072	7.718718	7.82045	7.781056	7.67332	7.721983
564_at	9.211438	8.564831	8.701031	8.472294	8.496775	8.727755
632_at	8.792776	8.475224	8.230223	8.460388	8.570654	8.608009
635_s_at	6.830263	7.132505	7.151469	7.313826	6.73147	6.572257
823_at	7.80318	7.077389	7.213141	6.656343	8.980979	8.046982
42361_g_at	4.482407	4.491432	4.833996	4.307271	5.115574	4.566917
43427_at	8.033325	6.359756	6.759709	6.783239	7.005771	5.984143
43511_s_at	7.855037	7.295547	7.11399	7.501986	7.579124	7.392077
43544_at	8.142558	7.61266	7.604944	6.703078	7.563907	7.508617
43934_at	7.013974	7.182048	7.16773	7.14207	7.153981	7.204178
43977_at	9.155931	9.200703	9.334136	9.125294	9.781728	9.304436
44040_at	7.089655	6.602172	6.404864	6.812592	6.933279	6.781847
44065_at	6.880106	6.514386	6.500482	6.894415	6.702368	6.518292
44111_at	6.966261	6.870369	7.013009	6.859428	6.732799	6.772746
44120_at	8.350327	8.751506	8.53118	8.656692	9.180288	8.550594
44146_at	9.229623	8.674377	8.454386	8.641275	8.854069	8.475976
44563_at	8.325327	8.298325	8.273903	8.238606	8.331	8.445219
44617_at	8.230326	8.168503	7.994044	8.220029	8.121758	8.232313
44654_at	9.628508	9.734714	9.240655	10.101042	9.303418	9.576505
44669_at	6.845862	6.857465	6.772095	7.134627	7.108339	7.388965
44673_at	7.565425	7.761618	7.771204	7.468274	6.98904	7.942314
44696_at	8.225323	8.050194	7.896704	7.956507	7.981409	7.994301
44702_at	9.078186	8.857195	9.04878	8.917289	9.401758	8.564392
44783_s_at	8.713744	7.996403	7.953638	8.544727	9.252963	7.494379
44790_s_at	4.877871	4.917158	5.90798	5.250987	5.421701	6.147475
44822_s_at	8.340353	8.154467	7.644397	7.847041	7.831146	7.058072
45288_at	5.446412	5.617601	5.520753	5.780159	5.402239	5.411351
45297_at	9.220081	8.952034	8.65354	8.824692	9.01015	8.443014
45526_g_at	9.828965	10.306472	9.441218	10.243884	10.105669	9.824512
45572_s_at	10.609303	10.473584	10.1678	10.511858	10.137749	10.387255
45633_at	4.926073	4.908669	5.343675	4.945526	5.242275	6.213923
45653_at	7.676849	7.54995	7.398594	8.074933	8.687182	7.661479
45687_at	9.444824	9.379631	9.062555	9.649153	9.867708	9.324439
45714_at	8.052935	8.927544	7.808023	8.879142	9.001184	8.057092
45749_at	9.771441	9.886408	9.939727	9.903389	10.267221	9.691601
45828_at	8.413599	8.594591	7.940706	8.830204	8.298451	8.419178
46142_at	6.216402	6.895418	5.918801	6.358743	6.193183	6.184299
46167_at	7.293601	7.737041	7.999541	7.867449	7.647469	7.711372
46256_at	9.825972	9.733057	9.398552	9.731814	10.317508	9.452436
46270_at	7.866477	8.268087	8.53599	7.607935	7.630032	8.251254
46323_at	9.779935	8.729009	9.028263	9.810489	8.463396	9.321949
46665_at	9.527823	9.159206	10.050476	9.497138	9.609909	9.757817
46947_at	5.671532	5.760113	5.71899	5.834556	5.659869	5.788058
47069_at	8.527029	8.134904	8.164673	8.254712	8.166772	8.102948
47083_at	8.317255	8.114353	8.314769	8.222835	8.020892	8.466979
47105_at	6.667729	6.624724	6.624687	6.589659	6.714774	6.534804
47530_at	7.050667	7.085103	6.974994	7.005571	6.670971	6.851064
47550_at	6.164855	5.514083	5.617236	5.822026	5.552898	5.296455
47553_at	6.686435	6.009018	6.375788	6.194455	5.805556	6.000209
47560_at	8.242497	8.475958	7.215839	8.564856	7.859089	7.456578
47571_at	8.350426	8.130672	8.317643	8.196775	8.241577	8.378508
47608_at	8.385156	8.312773	8.37846	8.269681	8.488655	8.300914
47773_at	6.859916	6.77226	6.757954	6.580222	6.621284	6.66461
48030_i_at	10.687849	10.584981	10.408398	10.333676	10.539026	10.573997
48031_r_at	5.582578	5.568774	5.432006	5.464732	5.59315	5.388019
48106_at	8.11729	8.226265	7.731865	8.306514	8.010619	7.909645
48117_at	7.851712	8.137274	7.6504	7.937743	8.015589	7.743098
48531_at	8.598057	8.769061	8.55819	9.059035	9.224226	8.255315
48580_at	10.413029	9.824591	9.960377	9.988666	10.166034	10.277193
49111_at	7.316243	6.83027	6.727554	7.04502	7.163859	6.89588
49306_at	6.426884	6.470421	7.007657	6.786014	6.047205	7.796226
49327_at	9.56976	9.436565	9.098536	9.375192	9.380314	9.448097
49452_at	8.332073	6.556471	7.180004	7.178031	7.361311	6.311391
49485_at	7.365868	7.33906	7.679141	7.666294	7.479642	7.325381
49878_at	9.20584	9.320976	9.165246	9.189767	9.0649	9.3861
50221_at	7.414029	7.24094	7.319508	7.125837	7.698056	7.48408
50277_at	10.540559	10.456839	10.178203	10.454372	10.135363	10.404375
50314_i_at	6.156141	6.534034	6.599951	6.626721	6.579227	6.646003
50374_at	8.249884	8.182798	8.382606	8.673295	8.024764	8.995508
50376_at	8.45586	8.448318	8.058061	9.031533	8.549406	8.14579
50400_at	5.817414	6.144176	5.969132	6.093715	5.951181	5.780733
50965_at	7.65241	7.799549	7.014137	7.345688	6.964753	7.113933
51146_at	5.654163	5.823917	5.806691	5.47359	5.544113	5.70327
51158_at	8.37557	7.738825	6.594243	8.272569	7.431644	7.26143
51176_at	8.462293	8.382728	9.467732	8.34686	8.269559	8.967987
51192_at	8.376637	8.994855	8.274998	8.638987	8.407386	7.891489
51200_at	8.105263	8.412992	8.255272	8.266041	9.400854	7.980679
51226_at	4.824501	4.808553	4.776193	4.820992	4.787319	4.709646
51228_at	4.766105	5.156744	4.855243	6.189239	5.117202	4.968682
52005_at	7.865734	7.95824	8.066426	8.341722	9.12711	7.815983
52078_at	9.555219	9.396633	9.334748	9.189674	9.422809	8.963626
52159_at	7.10103	7.546424	7.342589	7.376698	7.408364	7.716765
52164_at	8.433013	8.968096	9.739501	8.598009	8.380742	8.70261
52169_at	9.002336	8.641392	8.736093	8.533288	8.810191	8.464821
52255_s_at	8.929224	8.581602	8.202026	8.074936	8.755029	8.033001
52285_f_at	4.774877	4.995846	5.533278	6.785592	5.035314	5.840291
52651_at	7.812442	8.630316	7.098553	7.947658	8.470438	7.966114
52731_at	5.222831	6.043686	6.559379	5.520904	5.598497	5.610636
52741_at	7.271638	7.184844	7.198463	7.463883	7.508943	7.196277
52837_at	5.039996	4.754737	4.597892	4.819407	4.958852	4.959472
52940_at	8.362255	8.895333	8.422179	9.62657	8.530962	8.127463
52975_at	7.642255	7.711222	7.559773	7.711162	7.362904	7.552438
53071_s_at	7.63755	7.916868	8.511371	7.770201	7.154888	8.397446
53076_at	7.424708	8.131684	7.620766	7.761922	7.531438	6.991808
53202_at	4.262798	4.482941	4.64554	4.234213	4.586013	4.212023
53720_at	7.321439	7.746103	8.638786	7.488518	6.687327	7.500316
53912_at	7.888076	7.993689	7.738157	8.114663	7.662532	8.080498
53968_at	7.865876	8.399489	8.314593	8.073806	7.755051	7.950615
53987_at	7.354101	7.378776	7.464374	7.09526	7.902416	7.055825
53991_at	6.077264	5.755394	5.673637	5.71296	5.843344	5.739608
54037_at	6.090646	6.1726	6.134694	6.063719	6.07728	6.556735
54051_at	4.757418	4.642249	4.441034	4.758253	4.737811	4.465035
54632_at	8.151753	7.695743	8.954584	7.977445	8.464962	8.184513
54970_at	10.280019	9.993465	9.642324	10.039293	9.552601	9.779901
55065_at	8.41233	8.76002	8.517422	9.18741	8.861309	8.296383
55081_at	7.053725	7.030129	7.630329	8.075102	9.98138	8.241715
55093_at	8.678409	9.0382	9.36747	9.078797	9.396614	8.885524
55583_at	7.770149	7.140641	7.244749	7.634631	7.341636	7.072623
55616_at	11.324523	8.64845	8.020626	8.174309	9.515795	8.607365
55662_at	5.191991	6.017372	5.59641	6.204796	6.001267	5.402501
55692_at	7.336546	8.107871	7.794012	7.47781	7.358377	7.462516
55705_at	10.641597	10.460542	10.295637	10.251329	10.41651	10.38872
56197_at	10.296473	10.327936	10.412403	10.343517	10.878895	10.252519
56256_at	9.766438	9.597015	9.025294	9.202153	9.395445	9.445339
56821_at	8.250039	8.369638	8.435776	8.234472	8.383776	8.478088
56829_at	9.18627	9.279132	8.83803	8.783296	9.353219	9.470531
56919_at	7.37782	7.485149	7.232999	7.390823	7.636348	8.276161
57082_at	8.34974	7.996157	8.670128	7.550052	7.877057	7.251781
57163_at	8.726439	8.405743	8.493945	9.969701	8.400169	9.027606
57516_at	5.985575	6.612861	5.703745	6.466462	6.661972	5.977607
57532_at	7.94119	7.932855	8.045436	8.166762	8.413112	7.907062
57539_at	7.948395	7.689694	6.699209	7.080008	7.037434	6.685398
57540_at	6.39275	7.001903	6.562966	6.862341	6.162445	6.973532
57588_at	6.824269	7.243824	8.156799	6.434505	6.991683	6.795146
57703_at	5.055643	5.137508	5.152648	5.056699	4.970141	5.357516
57715_at	7.477274	7.399992	7.596749	8.078894	8.050034	7.007811
57739_at	7.218753	7.773655	7.17096	7.337519	7.529516	7.236855
58308_at	7.336487	7.081693	7.11045	6.950353	6.916697	6.722706
58696_at	8.272088	8.98612	8.358513	7.874697	8.179867	8.872743
58916_at	5.703368	5.511803	7.648976	5.179962	5.498677	8.789605
58994_at	6.200083	7.375237	6.95687	6.156956	7.393415	5.914216
59625_at	6.979704	7.636394	7.502175	7.756402	8.505279	6.936128
59631_at	6.380989	6.345967	6.881865	6.019538	6.78532	6.841667
59644_at	5.793675	5.689164	6.269198	5.715064	5.461734	5.859478
59697_at	8.668233	8.562172	8.461298	8.816636	9.405996	8.056379
59705_at	3.938624	3.829702	3.900559	3.862593	3.797248	3.922649
48612_at	10.453114	10.230474	10.015282	9.976482	10.257211	10.058629
48659_at	8.617375	8.342565	8.813879	8.147549	8.801839	8.890599
48808_at	6.030756	6.846871	6.490777	5.801826	6.537273	6.650903
48825_at	7.588234	7.901735	7.498651	7.770488	8.600318	7.908572
49049_at	6.177696	6.157546	5.988734	6.145005	6.24632	6.045709
49051_g_at	5.260581	5.350246	5.28342	5.372002	5.428017	5.679418
49077_at	9.178462	9.678336	9.505135	10.077816	9.404438	9.458966
49329_at	7.961301	7.97007	8.162485	8.261961	7.665964	8.056958
49679_s_at	8.063936	8.315703	7.978612	8.071767	8.202386	7.945443
51774_s_at	9.943751	9.573299	9.405613	9.606345	9.67463	9.536415
55872_at	10.072974	8.800945	7.948918	8.227735	9.196378	8.341332
56748_at	4.43634	4.196544	4.148813	4.306465	4.242958	4.323891
58367_s_at	8.99867	8.745188	8.423543	8.468377	8.644398	8.797881
58780_s_at	7.620422	7.802769	7.516003	7.717547	7.519359	6.793877
58900_at	10.007903	9.595756	9.477199	9.47196	9.838821	9.592493
59375_at	7.879909	7.18672	6.838111	7.310933	7.705284	7.024421
59433_at	6.669666	6.411283	7.059625	7.203243	6.732198	6.593274
59437_at	5.941447	6.383839	5.466931	6.093427	5.911532	5.968138
59999_at	7.214643	7.542299	7.384253	7.617601	7.592647	7.144656
60084_at	4.349048	4.50728	4.796659	4.58164	4.62116	4.558507
60471_at	7.324393	7.336025	8.247012	7.377584	7.691464	7.451571
60474_at	4.580735	4.433734	6.113873	4.374607	5.440644	7.034188
60528_at	9.157149	8.644291	8.491608	8.781466	8.78802	8.706149
60794_f_at	4.45073	4.684842	4.349432	4.556078	4.667279	4.757328
60815_at	4.445853	4.429911	4.188387	4.283521	4.568148	4.339948
61297_at	6.921773	6.836653	7.311898	7.365394	6.987891	6.935905
61732_r_at	3.373729	3.681736	3.773282	3.421519	3.478424	3.97868
61734_at	7.971441	8.155099	8.960179	7.317079	8.159718	7.924101
61874_at	9.692803	9.523653	9.499551	9.27542	9.012649	8.946598
62212_at	7.351931	7.079701	6.875522	7.3305	6.705217	7.151796
62987_r_at	10.358427	10.218112	10.027569	10.522184	10.174045	10.093388
63009_at	6.813518	6.910657	6.861378	6.971526	6.931768	6.725751
63305_at	6.698267	6.559686	6.622923	6.366843	6.628286	6.719436
63825_at	8.381926	8.10522	7.164772	8.778892	7.782571	7.9175
64064_at	8.995848	9.335995	8.866754	9.300538	8.770934	9.460833
64371_at	6.098229	6.037094	5.713294	5.953467	6.266047	5.746251
64408_s_at	5.147065	5.030978	5.291217	4.892512	5.462368	5.800273
64418_at	7.136538	7.507853	7.446177	7.701484	8.143246	7.189852
64432_at	4.111026	4.604999	4.376897	4.5226	4.190292	4.789148
64438_at	7.289277	7.078417	7.346155	6.977159	6.802411	7.24346
64440_at	7.877255	7.734061	7.649895	7.646979	8.008102	7.863351
64474_g_at	7.811611	7.882124	7.747305	7.843535	8.382079	7.577876
64486_at	10.361999	10.244542	9.900386	9.889141	10.174439	9.703868
64488_at	6.923667	6.584564	6.040534	7.04613	6.705514	6.934062
64883_at	7.041869	7.212129	7.167713	6.927702	7.010696	7.370839
64899_at	7.766028	7.650031	7.672587	7.765766	7.291797	7.162556
64900_at	4.975359	4.734717	5.129939	4.959809	5.712124	5.043454
64942_at	9.128227	8.723306	8.737901	8.989563	8.849083	8.563833
65086_at	8.380485	8.545839	8.778905	8.557737	8.510891	8.556414
65133_i_at	4.76457	4.903482	4.651837	5.159386	4.860956	4.833076
65438_at	4.354319	4.475033	6.461206	4.513707	5.810273	5.43544
65472_at	4.527877	4.296575	4.303687	4.369643	5.026482	4.492156
65493_at	6.854547	5.608498	5.659111	6.080683	5.373784	5.535847
65517_at	8.136321	8.202118	8.201896	9.011283	8.026863	7.824402
65521_at	8.41398	8.387682	8.005501	8.23202	8.348547	8.411821
65585_at	7.228085	7.56173	7.344613	7.930126	7.940182	7.268077
65588_at	7.227994	7.965301	7.57263	7.714445	6.97604	7.576236
65591_at	8.391374	8.285503	8.430802	8.388847	8.298361	9.582566
65630_at	5.856606	6.416789	6.428813	6.131561	6.454055	6.347013
65635_at	8.823504	8.410666	8.142045	8.497446	8.583721	8.637317
65718_at	7.013581	6.937807	6.876741	6.929576	6.936515	6.410749
65770_at	9.175617	9.374077	8.871277	9.455458	9.450475	9.021069
65884_at	7.589269	7.480199	8.454618	7.256009	7.345608	7.656737
66053_at	5.463797	5.593082	5.579062	5.900112	5.432797	5.684399
71933_at	8.888752	8.620424	8.176419	8.348364	8.509979	8.587608
74694_s_at	8.419302	8.548098	7.577661	8.439626	8.32401	7.496269
76897_s_at	3.992572	4.009705	4.40492	3.967672	3.989364	4.559831
79005_at	8.309499	8.114844	8.072378	7.772726	8.237214	8.035534
81737_at	6.241938	5.924412	5.953352	6.17951	6.145209	6.013347
77508_r_at	8.455649	8.337498	8.082227	8.34064	8.445312	8.199798
78047_s_at	9.373125	9.470685	9.171056	9.414341	9.363684	9.321327
78330_at	6.817869	6.605162	6.46485	6.708359	6.646087	6.815085
78383_at	7.41213	7.826443	7.336672	7.375109	7.215166	7.80299
78495_at	7.332979	7.432006	7.228413	7.498057	7.567604	7.461742
81811_at	7.608222	6.964357	6.73436	7.341538	6.782895	6.719088
87100_at	5.110494	5.030143	4.935271	5.293457	4.969529	5.486041
89476_r_at	6.928484	6.994568	7.12183	7.14346	7.062542	6.722788
89948_at	6.941291	6.776243	6.801602	6.672725	6.74196	6.657998
89977_at	6.486665	6.093518	5.922486	6.069973	6.068682	6.053412
90265_at	9.435127	9.054109	8.580123	8.505495	8.706885	8.775711
90610_at	8.582156	8.871606	9.073498	9.111756	8.935675	8.825367
91580_at	4.144138	3.87941	4.013731	3.93253	3.970845	4.156358
91617_at	7.549775	6.892303	6.866143	7.368393	7.202568	6.771592
91682_at	7.481708	7.183369	7.26803	7.067656	7.206316	7.511558
91684_g_at	6.394546	7.188733	6.839383	6.380538	6.540451	7.416527
91703_at	6.485418	6.487549	6.606247	6.67884	7.226545	6.889954
91816_f_at	8.276449	7.057401	8.314425	6.461135	7.474588	8.359599
91826_at	8.782633	8.498812	7.499017	8.619633	7.884666	7.797425
91920_at	7.934272	7.790599	7.636382	7.761988	7.788304	7.723
91952_at	7.66457	7.765015	7.843445	7.273243	8.054145	7.624339
200593_s_at	8.426724	9.084759	10.035819	8.913497	9.541825	9.667636
200594_x_at	10.417352	10.948557	11.181353	10.902353	10.757375	11.119451
200595_s_at	8.487465	8.703961	9.383848	9.271499	9.067013	9.449767
200596_s_at	8.753379	9.264748	9.457014	9.817428	9.348031	9.119343
200597_at	7.237792	7.348591	6.961955	7.858092	7.655938	7.537606
200598_s_at	8.900225	8.592898	8.923967	9.58695	8.328224	9.512167
200599_s_at	11.079811	10.848453	11.184229	11.181434	10.996728	11.472237
200600_at	9.058773	9.77027	10.611671	9.601311	10.209262	10.414227
200601_at	10.717626	10.2682	10.121163	10.919544	11.046198	10.668685
200602_at	10.047093	9.44192	10.267289	8.73372	9.569465	9.810642
200603_at	9.318414	9.738721	9.84165	9.647789	9.148628	9.710967
200604_s_at	7.831358	7.316875	8.646876	7.619674	6.835426	8.490916
200605_s_at	8.56935	8.827328	9.750792	9.22976	8.600066	9.590641
200606_at	10.674105	10.937087	11.321328	11.198837	11.374948	11.212027
200607_s_at	7.493703	7.54407	8.476485	9.985743	7.841773	9.405569
200608_s_at	8.383155	9.382651	9.643411	10.377896	9.307934	9.684479
200609_s_at	9.893742	10.406392	10.305793	10.800563	10.540772	10.021146
200610_s_at	10.017731	10.761994	11.034892	10.865405	11.240912	11.251058
200611_s_at	9.315748	9.949337	9.830891	10.276993	10.076851	10.100499
200612_s_at	9.597004	9.465429	9.332932	10.118244	9.69722	9.309537
200613_at	9.32783	10.641879	10.565273	9.571283	11.094202	10.184697
200614_at	10.987583	11.331447	12.068785	11.731622	11.179759	11.748596
200615_s_at	8.28588	8.223968	8.341187	8.904017	8.191456	8.995107
200616_s_at	9.578014	8.608093	8.241562	10.226842	8.87135	8.630283
200617_at	9.982838	9.568734	8.91608	10.264743	10.464119	9.540943
200618_at	11.869866	10.322507	10.083558	10.26808	10.876222	9.858969
200619_at	8.910494	9.382675	9.787474	9.546563	9.147987	9.414592
200620_at	10.308023	10.899276	10.9012	10.725547	10.025523	10.942502
200621_at	10.080993	9.275424	9.634141	9.533379	11.081065	10.848264
200622_x_at	7.890136	8.34101	8.456477	8.320882	7.959386	8.235957
200623_s_at	8.027758	8.305476	8.739044	9.135936	8.557052	8.609658
