affy_Mouse430_2
Probe ID	Genbank Acc
1428878_a_at	AI595920
1428879_at	AI595920
1428880_at	AV078077
1428881_at	AK014256
1428882_at	AK010881
1428883_at	AK003528
1428884_at	AK003528
1428885_at	AK004030
1428886_at	AK016773
1428887_at	AK011480
1428888_at	AW495283
1428889_at	AK007557
1428890_at	AK011987
1428891_at	AK008716
1428892_at	AK004331
1428893_at	BB768954
1428894_at	AK005048
1428895_at	BE225664
1428896_at	AK004179
1428897_at	AK011611
1428898_at	AK013387
1428899_at	AK010233
1428900_s_at	AK002682
1428901_at	AK004450
1428902_at	AK003880
1428903_at	AK014134
1428904_at	AK017359
1428905_at	AI118026
1428906_at	BM940130
1428907_at	BG228787
1428908_at	BG228787
1428909_at	C85657
1428910_at	BI328156
1428911_at	AV231607
1428912_at	AV231607
1428913_at	AK004089
1428914_at	AK009333
1428915_at	AK002609
1428916_s_at	AK002609
1428917_at	AK018158
1428918_at	BB274851
1428919_at	BB667817
1428920_at	AI987819
1428921_at	AK021189
1428922_at	AK004681
1428923_at	AK005570
1428924_at	AU016306
1428925_at	AK009838
1428926_at	AK003388
1428927_at	AK012978
1428928_at	AK014145
1428929_s_at	BC019170
1428930_at	AK012546
1428931_a_at	AK014142
1428932_at	AV273368
1428933_at	AK011332
1428934_at	AK005970
1428935_at	AI988026
1428936_at	BI080417
1428937_at	BI080417
1428938_at	W41916
1428939_s_at	W41916
1428940_at	W41916
1428941_at	AK017929
1428942_at	AA796766
1428943_at	BE134119
1428944_at	BB417360
1428945_at	BB417360
1428946_at	BB417360
1428947_at	AK008016
1428948_at	BE952741
1428949_at	AK014235
1428950_s_at	AK017551
1428951_at	AK017551
1428952_at	AK007743
1428953_at	AK015501
1428954_at	AK004710
1428955_x_at	AK004710
1428956_at	BI133227
1428957_at	BI133227
1428958_at	AV265674
1428959_at	AK017900
1428960_at	AK017056
1428961_a_at	AK003261
1428962_at	AK005946
1428963_at	AK006533
1428964_at	AK005250
1428965_at	AK005741
1428966_at	AK018614
1428967_at	BB446952
1428968_at	AW457682
1428969_at	AK017149
1428970_at	AV113878
1428971_at	AK014507
1428972_at	AK007178
1428973_s_at	AK007178
1428974_s_at	BB161653
1428975_at	AK003860
1428976_at	AK017463
1428977_at	AK005217
1428978_at	BB315961
1428979_at	AV316320
1428980_at	AK003253
1428981_at	AK012685
1428982_at	AK003687
1428983_at	AW124134
1428984_a_at	AK005747
1428985_at	AK015941
1428986_at	BQ175176
1428987_at	AK005789
1428988_at	AK006128
1428989_at	AK002941
1428990_at	BE946575
1428991_at	BQ176967
1428992_at	AK011827
1428993_at	AK003750
1428994_s_at	AK003750
1428995_at	AK005822
1428996_at	AK014774
1428997_at	AV011460
1428998_at	AK010013
1428999_at	AK010013
1429000_at	AK010013
1429001_at	AK009757
1429002_at	C79000
1429003_at	C79000
1429004_at	AK012667
1429005_at	BB107412
1429006_s_at	AK011838
1429007_at	AK003377
1429008_at	AK007993
1429009_at	BI689977
1429010_at	BI689977
1429011_x_at	BI689977
1429012_at	BM246754
1429013_at	AK021126
1429014_at	AI987900
1429015_at	AI987900
1429016_at	AI987900
1429017_at	AK010198
1429018_at	AU043047
1429019_s_at	BB777713
1429020_at	BB777713
1429021_at	AK013481
1429022_at	AK013587
1429023_at	AK013637
1429024_at	AK003783
1429025_a_at	BB771130
1429026_at	BB771130
1429027_at	AK002304
1429028_at	AK017170
1429029_at	AK016659
1429030_at	AV366874
1429031_at	BM938256
1429032_at	AK014911
1429033_at	AV339946
1429034_at	AK012738
1429035_at	AK006085
1429036_at	AK009293
1429037_at	AK006101
1429038_at	BI904336
1429039_s_at	BI904336
1429040_at	BE692399
1429041_at	BE692399
1429042_at	AK008415
1429043_at	BG071121
1429044_at	AK005444
1429045_at	BI697997
1429046_at	BI697997
1429047_at	AW120535
1429048_at	AK010745
1429049_at	AK004737
1429050_at	AK015681
1429051_s_at	BE825056
1429052_at	AK003303
1429053_at	BB795266
1429054_at	AK009257
1429055_at	BB559293
1429056_at	AK007755
1429057_at	AK007755
1429058_at	AK003403
1429059_s_at	AK003403
1429060_at	AK020483
1429061_at	AK007939
1429062_at	BG066903
1429063_s_at	BG066903
1429064_at	AK013596
1429065_at	AK006283
1429066_at	AK016224
1429067_at	AK009171
1429068_at	AK013449
1429069_at	AK009713
1429070_at	AK009216
1429071_at	AK006146
1429072_at	AK003211
1429073_at	AK005556
1429074_at	AK006375
1429075_a_at	AK006079
1429076_a_at	BB550907
1429077_x_at	AK008457
1429078_a_at	AK010417
1429079_a_at	AK009829
1429080_at	AK008785
1429081_at	AK002923
1429082_at	BM227962
1429083_at	BB006088
1429084_at	AV308858
1429085_at	AV308858
1429086_at	AK005410
1429087_at	AK005245
1429088_at	AK007400
1429089_s_at	BG063749
1429090_at	AK008719
1429091_at	BF682507
1429092_at	AK009497
1429093_at	BI110088
1429094_at	BI110088
1429095_at	AK006234
1429096_at	AK013353
1429097_at	BB090042
1429098_s_at	AK006481
1429099_at	AK004227
1429100_at	BQ031026
1429101_at	AK017840
1429102_at	AK005944
1429103_at	AK008133
1429104_at	AK012581
1429105_at	AK016873
1429106_at	AK014853
1429107_at	BF660249
1429108_at	BB745314
1429109_at	BB745314
1429110_a_at	AW701004
1429111_at	AV270892
1429112_at	AV270892
1429113_at	AK005319
1429114_at	AV276619
1429115_at	AK008077
1429116_at	BB009879
1429117_at	BB749262
1429118_a_at	AK018404
1429119_at	AK005287
1429120_at	BM200788
1429121_at	AW488266
1429122_a_at	AK006658
1429123_at	BB025283
1429124_s_at	BQ178367
1429125_at	AV283825
1429126_at	BB793116
1429127_at	AV120130
1429128_x_at	BI466783
1429129_at	AK004646
1429130_at	AK016657
1429131_at	AV010904
1429132_at	AV010904
1429133_at	AK015847
1429134_at	AK013707
1429135_at	AV015858
1429136_at	AK006771
1429137_at	AK013137
1429138_at	BB391772
1429139_at	AK013730
1429140_at	AK020683
1429141_at	AK004524
1429142_at	AK005884
1429143_at	AK016718
1429144_at	AV291259
1429145_at	AK002650
1429146_at	BF011349
1429147_at	BF011349
1429148_at	AK003826
1429149_at	BB494601
1429150_at	BM224226
1429151_at	AK011714
1429152_at	AI509716
1429153_at	AK018324
1429154_at	BG069340
1429155_at	BQ175454
1429156_at	BF453953
1429157_at	AK019671
1429158_at	AV302798
1429159_at	AK018605
1429160_at	AK012733
1429161_at	AK004398
1429162_at	AK005240
1429163_at	AK014167
1429164_at	AK021185
1429165_at	AK012939
1429166_s_at	AW494443
1429167_at	BM221159
1429168_at	AK011461
1429169_at	AK011224
1429170_a_at	AK012676
1429171_a_at	BB702347
1429172_a_at	BB702347
1429173_at	AK009174
1429174_at	AK014304
1429175_at	AK014196
1429176_at	AW557823
1429177_x_at	AK004781
1429178_at	BB472509
1429179_at	AK003121
1429180_at	AK017821
1429181_at	AK005804
1429182_at	AK017243
1429183_at	AK005020
1429184_at	BM243571
1429185_at	BB774721
1429186_a_at	BB222482
1429187_at	AV306753
1429188_at	AK008096
1429189_at	BI440651
1429190_at	BI440651
1429191_at	BB149206
1429192_at	AV381512
1429193_at	BE952940
1429194_at	BB373351
1429195_at	AK010208
1429196_at	BB431654
1429197_s_at	BB431654
1429198_at	AK007661
1429199_s_at	AV314235
1429200_at	AV314235
1429201_at	AK013508
1429202_at	AK011471
1429203_at	AK010725
1429204_at	AK013788
1429205_at	AK011386
1429206_at	AK014194
1429207_at	BB257344
1429208_at	BB257344
1429209_at	BE290548
1429210_at	BE290548
1429211_at	AK013801
1429212_a_at	AK005758
1429213_at	AK009547
1429214_at	AK020831
1429215_at	BQ175646
1429216_at	AK018174
1429217_at	AK018500
1429218_at	BE457100
1429219_at	AK004670
1429220_at	AK013297
1429221_at	AK013297
1429222_at	AI661697
1429223_a_at	AV290575
1429224_at	AK017476
1429225_at	AI847460
1429226_at	AK009335
1429227_x_at	AK007322
1429228_at	BE980134
1429229_s_at	BE980134
1429230_at	AK003996
1429231_at	AK015078
1429232_at	AK012160
1429233_at	BM120495
1429234_s_at	BM120495
1429235_at	AV290688
1429236_at	AV290688
1429237_at	BF682137
1429238_a_at	AK004916
1429239_a_at	AK014587
1429240_at	AK014587
1429241_at	AK018640
1429242_at	BG076073
1429243_at	BG076073
1429244_at	AW494389
1429245_at	BI202412
1429246_a_at	AK013026
1429247_at	AK013026
1429248_at	AK002873
1429249_at	BB346520
1429250_at	AV256128
1429251_at	BM226301
1429252_at	AK002491
1429253_at	AK018207
1429254_at	BF472491
1429255_at	AK008148
1429256_at	AU067739
1429257_at	AU067739
1429258_at	AK003910
1429259_a_at	AW985991
1429260_at	AW985991
1429261_at	AW045964
1429262_at	AK005472
1429263_at	AK007161
1429264_at	AK021143
1429265_a_at	AK011088
1429266_at	AK020670
1429267_at	AW060409
1429268_at	AK012048
1429269_at	BE992549
1429270_a_at	AK005954
1429271_at	AK018607
1429272_a_at	AK018646
1429273_at	AK014221
1429274_at	AK009282
1429275_at	AK017999
1429276_at	AK021160
1429277_at	AV063773
1429278_at	AK010827
1429279_at	AK017602
1429280_at	AK010095
1429281_at	AK011343
1429282_at	BB727772
1429283_at	AK005301
1429284_at	BB248684
1429285_at	AK009343
1429286_at	AK004474
1429287_a_at	AV173491
1429288_x_at	AK007700
1429289_at	BB241583
1429290_at	BE951971
1429291_at	BM225206
1429292_a_at	AK009850
1429293_at	AK010515
1429294_at	AK010336
1429295_s_at	AK010336
1429296_at	BF465974
1429297_at	AK009018
1429298_at	BE283964
1429299_at	BE283964
1429300_at	AK010867
1429301_at	BG070990
1429302_at	BG070990
1429303_at	AK018361
1429304_at	BF161506
1429305_at	BF161506
1429306_at	AK007657
1429307_s_at	AK007657
1429308_at	BF471654
1429309_at	BF471654
1429310_at	BE945486
1429311_at	AK009324
1429312_s_at	AK012979
1429313_at	AK012979
1429314_at	AK018343
1429315_at	AK018343
1429316_at	AK018120
1429317_at	AK012351
1429318_a_at	AK005169
1429319_at	BM243660
1429320_at	AV296242
1429321_at	T12280
1429322_at	BE996563
1429323_at	AK005583
1429324_at	AK005886
1429325_at	BB667633
1429326_at	BB538449
1429327_at	AK017826
1429328_at	BG922397
1429329_at	AK010385
1429330_at	AK013727
1429331_at	AK019505
1429332_at	AK019505
1429333_at	AK006866
1429334_at	AK009014
1429335_at	AK012317
1429336_at	BB161454
1429337_at	BB161454
1429338_a_at	AK014568
1429339_a_at	AK010568
1429340_at	AK014971
1429341_at	AV206479
1429342_s_at	AK009441
1429343_at	AK005907
1429344_at	BB357317
1429345_at	AK016563
1429346_a_at	BB733638
1429347_at	AK016670
1429348_at	AK004119
1429349_at	AK005588
1429350_at	AV260051
1429351_at	AK018314
1429352_at	AK003797
1429353_a_at	BB233319
1429354_at	AK003517
1429355_at	AK014352
1429356_s_at	AW538065
1429357_at	AK019549
1429358_at	AK019549
1429359_s_at	AK003434
1429360_at	AK007959
1429361_at	AK020723
1429362_a_at	BF022081
1429363_at	BB815335
1429364_at	BB821996
1429365_at	AK006048
1429366_at	AK005720
1429367_at	BB826276
1429368_at	BB104671
1429369_at	AV306751
1429370_a_at	AK007547
1429371_at	AK013166
1429372_at	BM508495
1429373_x_at	AK014553
1429374_at	AK005586
1429375_at	BF322051
1429376_s_at	BF322051
1429377_at	AK010377
1429378_x_at	AK008498
1429379_at	AV124537
1429380_at	AK004813
1429381_x_at	AK007826
1429382_at	AV253376
1429383_at	BM195380
1429384_at	BM195380
1429385_at	BI082535
1429386_at	BI082535
1429387_at	AK018457
1429388_at	AK010332
1429389_at	AK017895
1429390_at	BB183525
1429391_at	BB183525
1429392_at	BI558553
1429393_at	BI558553
1429394_at	BB025778
1429395_at	AK013967
1429396_at	AK010773
1429397_a_at	AK014851
1429398_at	BB326245
1429399_at	BB667823
1429400_at	BB794830
1429401_at	BM114398
1429402_at	AK003894
1429403_x_at	AK003894
1429404_at	AK008577
1429405_at	AK008577
1429406_at	AV254330
1429407_at	AK007582
1429408_at	AK007086
1429409_at	AK014932
1429410_at	AI595744
1429411_a_at	AI595744
1429412_at	AI595744
1429413_at	AK017670
1429414_at	BB705593
1429415_at	AK014397
1429416_at	AK013779
1429417_at	AK019528
1429418_at	AK013228
1429419_at	AK009192
1429420_at	AK016457
1429421_at	AK011867
1429422_at	AK016788
1429423_at	BB484739
1429424_at	AK005665
1429425_at	AK016137
1429426_at	AK016137
1429427_s_at	BB175494
1429428_at	BB175494
1429429_s_at	AK018402
1429430_at	AK018402
1429431_at	AK009564
1429432_at	BI083627
1429433_at	BI083627
1429434_at	BE647269
1429435_x_at	BE647269
1429436_at	BB626803
1429437_at	BB626803
1429438_at	AV318805
1429439_at	BF020657
1429440_at	BI734299
1429441_at	AK006369
1429442_at	AA560280
1429443_at	AK014396
1429444_at	AK004371
1429445_at	AK014861
1429446_at	BG229980
1429447_at	AK003753
1429448_s_at	BM240219
1429449_at	BF319665
1429450_at	AK006388
1429451_at	AK011950
1429452_x_at	AK007420
1429453_a_at	BM209870
1429454_at	BM123170
1429455_at	BM123170
1429456_a_at	AV251549
1429457_at	BB001825
1429458_at	AV083806
1429459_at	BB499147
1429460_at	AK019508
1429461_at	AK013101
1429462_at	AK011759
1429463_at	BB612385
1429464_at	BB612385
1429465_at	AK005847
1429466_s_at	AK002310
1429467_s_at	BB118542
1429468_at	AK003775
1429469_at	BB496937
1429470_at	AK014910
1429471_at	AK003742
1429472_at	AK014969
1429473_at	AV292561
1429474_at	BE283373
1429475_at	AK013361
1429476_s_at	BG063818
1429477_at	AW556269
1429478_at	AK020138
1429479_at	AK018285
1429480_at	AK005882
1429481_at	AK014772
1429482_at	AK005639
1429483_at	BG066947
1429484_at	BB752416
1429485_a_at	AK008801
1429486_at	AV256368
1429487_at	BI653999
1429488_at	AK017682
1429489_at	AK012127
1429490_at	AK018316
1429491_s_at	AK018316
1429492_x_at	AI596401
1429493_at	BB701076
1429494_at	AK020775
1429495_at	AV007348
1429496_x_at	AK009013
1429497_s_at	BQ176329
1429498_at	AK005221
1429499_at	AK011820
1429500_at	C85630
1429501_s_at	C85630
1429502_at	BE533039
1429503_at	AK013580
1429504_at	BE134108
1429505_at	AK010199
1429506_at	AK020249
1429507_at	AK020249
1429508_at	AW555676
1429509_at	BB771548
1429510_at	AK013071
1429511_at	AK016614
1429512_at	AK006058
1429513_at	AK006132
1429514_at	AW111876
1429515_at	AK018693
1429516_at	AK018693
1429517_at	BC017622
1429518_at	AK013476
1429519_at	BB303906
1429520_a_at	BE573407
1429521_at	BM239958
1429522_at	BB796723
1429523_a_at	AK008448
1429524_at	AK021181
1429525_s_at	AK021181
1429526_at	AK014475
1429527_a_at	BF319989
1429528_at	AV139351
1429529_at	BB787346
1429530_a_at	BB220041
1429531_at	BB220041
1429532_at	AK018377
1429533_at	BB222675
1429534_a_at	BB222675
1429535_at	AK004793
1429536_at	AK009716
1429537_at	BG277020
1429538_a_at	BG277020
1429539_at	AK012404
1429540_at	AK008979
1429541_at	AK010853
1429542_at	BF153008
1429543_at	AI553459
1429544_at	AK006503
1429545_at	BM242612
1429546_at	BB525750
1429547_at	AK005778
1429548_at	AK006471
1429549_at	BB044654
1429550_at	AK008590
1429551_at	AK007417
1429552_at	AK006118
1429553_at	AK004006
1429554_at	BF319466
1429555_at	AA408371
1429556_at	BM214769
1429557_at	AK010365
1429558_a_at	BI104294
1429559_at	AK003474
1429560_at	BM227942
1429561_at	AK012680
1429562_at	AU017788
1429563_x_at	AU017788
1429564_at	AK002387
1429565_s_at	AK004318
1429566_a_at	AK016742
1429567_at	BB832200
1429568_x_at	AK007937
1429569_a_at	AW741712
1429570_at	AK018636
1429571_a_at	AK006187
1429572_at	AK014968
1429573_at	AK014934
1429574_at	AK009020
1429575_at	AK014595
1429576_at	AK006841
1429577_at	AK006688
1429578_at	AK006746
1429579_at	BB266893
1429580_x_at	AK016341
1429581_at	AV235115
1429582_at	BB360604
1429583_at	BE865033
1429584_at	BF682874
1429585_s_at	BF682874
1429586_at	BB225776
1429587_at	AK016057
1429588_at	AA509870
1429589_at	BB131853
1429590_at	BE862546
1429591_at	BE862546
1429592_at	BB274911
1429593_at	BB030482
1429594_at	BB030482
1429595_at	AK012399
1429596_at	AK010254
1429597_at	BB067210
1429598_at	AK009747
1429599_a_at	AK003824
1429600_at	AK003824
1429601_x_at	AK003824
1429602_at	AK009888
1429603_at	AK002569
1429604_at	BB784910
1429605_at	AV042608
1429606_at	AI648250
1429607_at	AK014647
1429608_at	AK007397
1429609_at	AK005581
1429610_a_at	AK010407
1429611_at	AK018840
1429612_at	AK019611
1429613_at	BE986076
1429614_at	BM250142
1429615_at	AI430439
1429616_at	AI430439
1429617_at	BM119209
1429618_at	BM119209
1429619_a_at	BB040330
1429620_at	BB040330
1429621_at	BM238658
1429622_at	BM238658
1429623_at	AV261187
1429624_at	BG068009
1429625_at	BM202541
1429626_at	AV024301
1429627_at	AW540521
1429628_at	AK012378
1429629_at	AK003058
1429630_at	AK003058
1429631_at	AK013316
1429632_at	AK005276
1429633_at	AK014072
1429634_at	AK005257
1429635_at	BB470050
1429636_at	AK005817
1429637_at	AK008987
1429638_at	AK019527
1429639_at	AK009137
1429640_at	AK006335
1429641_x_at	AK009001
1429642_at	AK012639
1429643_a_at	AK017183
1429644_at	AK005868
1429645_at	AK006064
1429646_at	AK007173
1429647_at	AK006434
1429648_at	BB410001
1429649_at	BB410001
1429650_at	AV091811
1429651_at	AV339670
1429652_at	AK009976
1429653_at	BE863648
1429654_at	AK010743
1429655_at	AW542236
1429656_at	BB041370
1429657_at	AW049828
1429658_a_at	BI684556
1429659_at	BI684556
1429660_s_at	BI684556
1429661_at	BG801497
1429662_at	AK015003
1429663_at	AK014074
1429664_at	AI464135
1429665_at	BB794620
1429666_at	AV208947
1429667_at	BB465134
1429668_at	BB465134
1429669_at	AK015647
1429670_a_at	BB321286
1429671_at	AK010551
1429672_at	BB234837
1429673_at	BB234837
1429674_at	AK007195
1429675_at	AK006257
1429676_at	AK008862
1429677_at	AK006811
1429678_at	AK017758
1429679_at	BB503935
1429680_at	BF466228
1429681_a_at	AK020708
1429682_at	AK015259
1429683_at	BG094398
1429684_at	BG094398
1429685_at	BB313857
1429686_at	BG070811
1429687_at	BB615400
1429688_at	BB713508
1429689_at	AK016544
1429690_at	AK004870
1429691_at	AK017277
1429692_s_at	BB698398
1429693_at	AK017619
1429694_at	AK015050
1429695_at	AK006830
1429696_at	BE946247
1429697_at	AK006268
1429698_at	AK016498
1429699_at	AK016905
1429700_at	AV000681
1429701_at	AK010362
1429702_at	AV154947
1429703_at	AV154947
1429704_at	AK007202
1429705_at	AK005760
1429706_at	AK005734
1429707_at	AW208417
1429708_at	AA596846
1429709_at	AI157548
1429710_at	BB812465
1429711_at	BB812465
1429712_at	AK005093
1429713_at	BB822050
1429714_at	BB822050
1429715_at	AK010380
1429716_at	BB821121
1429717_at	AK006967
1429718_at	BB782729
1429719_at	AK009204
1429720_at	AK021042
1429721_s_at	BG066938
1429722_at	BB767069
1429723_at	AK018153
1429724_at	BG918505
1429725_at	BB626695
1429726_at	AK004684
1429727_at	AK004684
1429728_at	AK014287
1429729_at	BB462518
1429730_at	AK007409
1429731_at	AK018318
1429732_at	AK016334
1429733_at	AK013533
1429734_at	AK014608
1429735_at	BB659256
1429736_at	BB659256
1429737_a_at	AK016165
1429738_at	AK013847
1429739_a_at	AK018372
1429740_at	AI415173
1429741_at	AV142265
1429742_at	AK013119
1429743_at	BG068031
1429744_at	BB667158
1429745_at	AK005439
1429746_at	AK005716
1429747_at	AK005799
1429748_at	AK012373
1429749_at	AK020390
1429750_at	AK017558
1429751_at	AK006367
1429752_x_at	AV273445
1429753_at	AK004130
1429754_a_at	AV279187
1429755_a_at	AV279187
1429756_at	AK016481
1429757_at	AK018926
1429758_at	BB046208
1429759_at	BB449218
1429760_at	BB449218
1429761_at	BF455257
1429762_a_at	AV260123
1429763_at	AW547258
1429764_at	BF101721
1429765_at	BF101721
1429766_at	BM246000
1429767_at	BM246000
1429768_at	BB355121
1429769_at	BI107300
1429770_at	BI107300
1429771_at	AK014252
1429772_at	BB085537
1429773_at	BB667713
1429774_a_at	AK014420
1429775_a_at	AK009736
1429776_a_at	AK005680
1429777_at	AK005680
1429778_at	AK015354
1429779_at	AI481660
1429780_at	AK014839
1429781_s_at	AK014839
1429782_at	AK013899
1429783_at	AK009464
1429784_at	BB192700
1429785_at	BB192700
1429786_a_at	AK008144
1429787_x_at	AK008144
1429788_at	BB343185
1429789_at	BB343185
1429790_at	AK018246
1429791_at	AK020807
1429792_at	BB398793
1429793_at	AK005459
1429794_a_at	AK007650
1429795_at	AK005608
1429796_at	AK008844
1429797_at	AV033092
1429798_s_at	AV029626
1429799_at	BB541617
1429800_at	AK020285
1429801_at	AV259560
1429802_at	AK002831
1429803_at	AK006200
1429804_at	AK014809
1429805_at	AK008176
1429806_at	BF460671
1429807_at	AK005867
1429808_at	AK003848
1429809_at	AK018506
1429810_at	BM123174
1429811_at	AI452182
1429812_at	AK011279
1429813_at	AV232168
1429814_at	AV232168
1429815_at	AK014880
1429816_at	AK014880
1429817_at	AK016704
1429818_at	AK010476
1429819_at	AK017631
1429820_at	AK010756
1429821_at	AK012908
1429822_at	AK014609
1429823_at	BB519768
1429824_at	AK016083
1429825_at	AK006538
1429826_at	AK005458
1429827_at	AK005811
1429828_at	AK006311
1429829_at	AK020538
1429830_a_at	AK005507
1429831_at	BI684288
1429832_at	AK014665
1429833_at	AK009303
1429834_a_at	AK014229
1429835_at	AK009778
1429836_at	BM218963
1429837_at	AV278908
1429838_at	AK016618
1429839_a_at	AK012787
1429840_at	AW491495
1429841_at	AK013855
1429842_at	AK007262
1429843_at	AK012898
1429844_at	AK009780
1429845_at	AK006127
1429846_at	BM250766
1429847_a_at	AK014717
1429848_at	AK014446
1429849_at	AI647574
1429850_x_at	AK008083
1429851_at	AK005650
1429852_at	AK017054
1429853_at	AK006081
1429854_at	AV263708
1429855_at	AV209209
1429856_at	AK011742
1429857_at	BB807002
1429858_at	AK005861
1429859_a_at	AK006418
1429860_at	AK017879
1429861_at	BQ177394
1429862_at	AV235932
1429863_at	AK016522
1429864_at	AK006994
1429865_at	AK016461
1429866_at	AK009866
1429867_at	AK016884
1429868_at	AK006179
1429869_at	AI561792
1429870_at	BB021125
1429871_at	AK020144
1429872_at	AK005740
1429873_at	AK007281
1429874_at	AV265007
1429875_at	BB667178
1429876_at	BB822310
1429877_at	AV253991
1429878_a_at	AK006062
1429879_at	AK003575
1429880_at	AV256796
1429881_at	AK018058
1429882_at	AK012880
1429883_at	AK013221
1429884_at	AK005172
1429885_at	AK015280
1429886_at	AK019706
1429887_at	AK009163
1429888_a_at	AK012780
1429889_at	AK007714
1429890_at	BE133797
1429891_at	AK006467
1429892_at	AK006002
1429893_at	AK012666
1429894_a_at	AK008018
1429895_at	AK009271
1429896_at	BE135996
1429897_a_at	AK009258
1429898_at	AK017845
1429899_at	BB039237
1429900_at	BM241296
1429901_at	AK018248
1429902_at	BB165850
1429903_at	AK018271
1429904_at	BB494194
1429905_at	BB041180
1429906_at	AV348640
1429907_at	AK007060
1429908_at	AK004216
1429909_at	AK014682
1429910_at	AK017741
1429911_at	AK017405
1429912_at	AK006225
1429913_at	AK014626
1429914_at	AK017858
1429915_at	AK015207
1429916_at	AK021129
1429917_at	AV229058
1429918_at	AK018317
1429919_at	AK005775
1429920_at	AK016641
1429921_at	AK012310
1429922_at	AK020721
1429923_x_at	AK005880
1429924_at	AK006136
1429925_at	AK016908
1429926_at	AK020156
1429927_at	AK017913
1429928_at	AK006526
1429929_at	AK016514
1429930_at	AK006449
1429931_at	AK016112
1429932_at	AV215452
1429933_at	BB487712
1429934_at	AK015678
1429935_at	AK020307
1429936_at	BC019481
1429937_at	AK005831
1429938_at	BB125806
1429939_at	AK015925
1429940_at	BM935271
1429941_at	AK010834
1429942_at	BM935323
1429943_at	AV222441
1429944_at	AK017244
1429945_at	AK013012
1429946_at	AK011952
1429947_a_at	AK008179
1429948_x_at	AK013953
1429949_at	AK018340
1429950_at	AK010945
1429951_at	AK005150
1429952_at	AV265561
1429953_at	AK008705
1429954_at	AK014135
1429955_at	BB385113
1429956_at	AK006213
1429957_at	AK009086
1429958_x_at	BI790001
1429959_at	AK018347
1429960_at	BB775376
1429961_at	AK006195
1429962_at	AK017537
1429963_at	AK011505
1429964_at	BB253410
1429965_at	AK013739
1429966_at	AW061107
1429967_at	BI465735
1429968_at	BB058058
1429969_at	AK014653
1429970_at	AK006357
1429971_at	BE948556
1429972_s_at	BE948556
1429973_at	AK014850
1429974_at	AK012980
1429975_at	AK016501
1429976_at	AK005146
1429977_at	BG797916
1429978_at	BB238321
1429979_a_at	AK007977
1429980_x_at	AK007977
1429981_a_at	AK016936
1429982_at	AK016936
1429983_at	AK008051
1429984_at	AK017666
1429985_at	BQ173897
1429986_at	AW455847
1429987_at	AK018112
1429988_at	AK002713
1429989_at	AK005748
1429990_at	AK014599
1429991_at	AK014242
1429992_at	AK006975
1429993_s_at	AK006975
1429994_s_at	AK008688
1429995_at	AK006612
1429996_at	BB207765
1429997_at	AK014650
1429998_at	AV330789
1429999_at	AW542096
1430000_at	AK020978
1430001_at	AK005939
1430002_at	AK006797
1430003_at	BB238530
1430004_s_at	AK015014
1430005_a_at	AK016990
1430006_x_at	AK006291
1430007_a_at	BF319512
1430008_x_at	AK005695
1430009_at	AK016803
1430010_at	AK013380
1430011_at	AV120999
1430012_at	AK004221
1430013_at	BE993118
1430014_at	AK017319
1430015_at	AK005593
1430016_at	AK016349
1430017_at	AK005476
1430018_at	AK006430
1430019_a_at	AK007802
1430020_x_at	AK007802
1430021_a_at	AK011772
1430022_at	AK011772
1430023_at	AK017218
1430024_at	BB284377
1430025_at	AK015002
1430026_at	AK021006
1430027_at	BQ126961
1430028_at	BB318398
1430029_a_at	AK012853
1430030_at	AK019912
1430031_at	AK010523
1430032_at	AK019871
1430033_at	AW495519
1430034_at	BE648588
1430035_at	AK018415
1430036_at	AK009351
1430037_at	AK017836
1430038_at	AK017831
1430039_at	AK018346
1430040_at	AK006867
1430041_at	AK018232
1430042_at	AW552820
1430043_at	BE979150
1430044_at	AK015144
1430045_at	BM119928
1430046_at	AK014098
1430047_at	AK012253
1430048_at	AW455442
1430049_at	AV260265
1430050_at	AK014820
1430051_at	AK015635
1430052_at	BM942848
1430053_a_at	AK019142
1430054_at	AK006542
1430055_at	AK006956
1430056_at	AV154248
1430057_s_at	AK015684
1430058_at	AK016826
1430059_at	AA986441
1430060_at	AK006593
1430061_at	AV205497
1430062_at	AK005401
1430063_at	AK016274
1430064_at	BB154436
1430065_at	BB709254
1430066_at	AK014044
1430067_at	AK017253
1430068_at	BB356045
1430069_at	AK017330
1430070_at	AK005363
1430071_at	BB762859
1430072_at	AK006825
1430073_at	BB767924
1430074_x_at	AI607344
1430075_at	AK017529
1430076_at	AK015290
1430077_at	AK002411
1430078_a_at	AK008192
1430079_at	AK020272
1430080_at	AK010913
1430081_at	AK004823
1430082_at	AK015753
1430083_at	AK012007
1430084_at	AK002703
1430085_at	AV281791
1430086_at	AK010496
1430087_at	AK009357
1430088_at	BB447827
1430089_at	BB032195
1430090_at	AI845986
1430091_at	AK005619
1430092_at	BB785152
1430093_at	AK016707
1430094_at	AK016512
1430095_at	BB137354
1430096_at	AK013544
1430097_at	AU016566
1430098_at	AK018150
1430099_at	AK015733
1430100_at	AK005131
1430101_at	BQ174423
1430102_at	AK017027
1430103_at	AK018542
1430104_at	AV117956
1430105_at	AK006690
1430106_at	AV264266
1430107_at	AK020348
1430108_at	AV071544
1430109_at	AA409371
1430110_at	AK018698
1430111_a_at	AK012821
1430112_at	AK016965
1430113_at	AK016886
1430114_at	AK017323
1430115_at	AK019514
1430116_at	AK020053
