affy_Mouse430_2
Probe ID	Genbank Acc
1440359_at	BB427277
1440360_at	BG064531
1440361_at	BB272510
1440362_at	BF467530
1440363_at	BB560961
1440364_a_at	BB760971
1440365_at	BG071386
1440366_at	BB185168
1440367_at	BF463999
1440368_at	BG075393
1440369_at	BE952603
1440370_at	BB277120
1440371_at	BQ176223
1440372_at	AI785253
1440373_at	BB041057
1440374_at	BB384086
1440375_at	BM205987
1440376_at	AI747062
1440377_at	BI134710
1440378_at	BB766106
1440379_at	BB052727
1440380_at	BB211710
1440381_at	AI553565
1440382_at	AI427790
1440383_at	BB763339
1440384_at	AI506779
1440385_at	BB525689
1440386_at	BB272589
1440387_at	AV216984
1440388_at	AV336852
1440389_at	BG069302
1440390_at	BE980997
1440391_at	BB309501
1440392_at	AW045983
1440393_at	BE824906
1440394_at	BG073195
1440395_at	AV215464
1440396_at	BG075893
1440397_at	BB464523
1440398_at	BE956773
1440399_at	BE648078
1440400_at	BB337926
1440401_at	BG071815
1440402_at	BB025606
1440403_at	BB103411
1440404_at	AW557797
1440405_at	BB053882
1440406_at	BB526663
1440407_at	BE956823
1440408_at	BB333215
1440409_at	BG069270
1440410_at	AV206142
1440411_at	BB535327
1440412_at	BB312687
1440413_at	BB800596
1440414_at	BE980297
1440415_at	BB210007
1440416_at	BB150699
1440417_at	BG918834
1440418_at	BB521571
1440419_at	BB404976
1440420_at	BG071664
1440421_at	BB485539
1440422_at	BB271612
1440423_at	AV363211
1440424_at	BB476782
1440425_at	BB377181
1440426_at	BB427970
1440427_at	BB127176
1440428_at	BB176829
1440429_at	BB667952
1440430_at	BB152199
1440431_at	BB053468
1440432_at	BB314873
1440433_at	BB227153
1440434_at	BB667917
1440435_at	BB126077
1440436_at	BQ176471
1440437_at	BM247513
1440438_at	AW551910
1440439_at	BB024941
1440440_at	BM237796
1440441_at	BB465854
1440442_at	BE950627
1440443_at	BB531351
1440444_at	BB277583
1440445_at	BB255007
1440446_at	BM021767
1440447_at	BM198834
1440448_at	BB421290
1440449_at	BQ176415
1440450_at	AW611466
1440451_at	BG085035
1440452_at	AW495265
1440453_at	C85370
1440454_at	AV377136
1440455_at	AI848599
1440456_at	BB169396
1440457_at	BB154243
1440458_at	BF661639
1440459_at	BB767941
1440460_at	AV265078
1440461_at	BB229269
1440462_at	AV339681
1440463_at	BB538949
1440464_at	BB284404
1440465_at	BE979981
1440466_at	BB764775
1440467_at	BB833473
1440468_at	BB781360
1440469_at	BB615907
1440470_at	AA103376
1440471_x_at	BB533980
1440472_at	BF318702
1440473_at	BE952568
1440474_at	AW123970
1440475_at	BB740266
1440476_at	BG068519
1440477_at	BB229617
1440478_at	BM941145
1440479_at	BB821623
1440480_at	AW494364
1440481_at	BB229853
1440482_at	AV276280
1440483_at	BM209867
1440484_at	BB525782
1440485_at	AI452177
1440486_at	BI134551
1440487_at	BE824778
1440488_at	BB416028
1440489_at	BB478668
1440490_at	BB521778
1440491_at	BB328290
1440492_at	AW553766
1440493_at	BB399121
1440494_at	AW543171
1440495_at	BB529038
1440496_at	BB527782
1440497_at	BE956898
1440498_at	AI467457
1440499_at	BG065726
1440500_at	BG070411
1440501_at	BG072095
1440502_at	BB535501
1440503_at	BM222304
1440504_at	BB397002
1440505_at	BB187908
1440506_at	BB433596
1440507_at	BB059041
1440508_at	BB430574
1440509_at	AV255326
1440510_at	BB407702
1440511_at	BG067940
1440512_at	BF471100
1440513_at	BG066764
1440514_at	AU022059
1440515_at	BB769277
1440516_at	BB476297
1440517_x_at	BB667991
1440518_at	AI666798
1440519_at	AV302930
1440520_a_at	BB117906
1440521_x_at	BB117906
1440522_at	BB349472
1440523_at	AV374490
1440524_at	BB239851
1440525_at	BB700113
1440526_at	BB454170
1440527_at	BI440542
1440528_at	BE990172
1440529_at	BE956699
1440530_at	BG069545
1440531_at	BB333100
1440532_a_at	BE993099
1440533_at	BF464033
1440534_at	BB177862
1440535_at	AI415298
1440536_at	BE852040
1440537_at	BM942804
1440538_at	AU045829
1440539_at	BG069481
1440540_at	AV228343
1440541_at	BB373962
1440542_at	BG064911
1440543_at	BG071093
1440544_at	BG072396
1440545_at	BQ176278
1440546_at	BB124976
1440547_at	BG066227
1440548_at	BG075050
1440549_at	BM207373
1440550_at	BB310018
1440551_at	BM240862
1440552_at	BG070526
1440553_at	BB310008
1440554_at	BB667363
1440555_at	BB354941
1440556_at	AW553186
1440557_at	BB303568
1440558_at	BB023955
1440559_at	AV377334
1440560_at	AU067691
1440561_at	BM118746
1440562_at	BB308531
1440563_at	BB522905
1440564_at	BB023274
1440565_at	BB667512
1440566_at	BM119270
1440567_at	BB198535
1440568_at	AV014607
1440569_at	BB667628
1440570_at	BB309408
1440571_at	BM212250
1440572_at	BB427518
1440573_at	BB037335
1440574_at	AV318845
1440575_at	BB541289
1440576_at	AV375940
1440577_at	BB468375
1440578_at	BM200070
1440579_at	BB242439
1440580_at	BB356446
1440581_at	BB451134
1440582_at	BM238272
1440583_at	AW545077
1440584_at	AV377077
1440585_at	BB484934
1440586_at	BB326079
1440587_at	BM238838
1440588_at	BB047746
1440589_at	BB079283
1440590_at	BB237434
1440591_at	BG066592
1440592_at	BQ175573
1440593_at	BB468566
1440594_at	BG069643
1440595_at	BB036542
1440596_at	BM199891
1440597_at	AW553082
1440598_at	BB308395
1440599_at	BB077322
1440600_at	BB012122
1440601_at	BB279369
1440602_at	BB430201
1440603_at	BB073590
1440604_at	BB070941
1440605_at	BB279997
1440606_at	BM238634
1440607_at	BB085679
1440608_at	BB009291
1440609_at	BB113015
1440610_at	BB265532
1440611_at	BB387793
1440612_at	AV248029
1440613_at	BB277614
1440614_at	BB187217
1440615_at	BB121278
1440616_at	BB209673
1440617_at	BB072673
1440618_at	AV378451
1440619_at	BB546463
1440620_at	BB124896
1440621_at	AW551461
1440622_at	BB043509
1440623_at	BB128997
1440624_at	BB477150
1440625_at	BB547420
1440626_at	BB037416
1440627_at	BB456872
1440628_at	BB309880
1440629_at	BB176386
1440630_at	AV340255
1440631_at	BB233162
1440632_at	AV246533
1440633_at	AV316939
1440634_at	BG072806
1440635_at	BB534971
1440636_at	BB378931
1440637_at	BG074656
1440638_at	BB183586
1440639_at	AV320585
1440640_at	BB279097
1440641_at	BB278998
1440642_at	BB552790
1440643_at	BB035528
1440644_at	BB501793
1440645_at	BB277291
1440646_at	BB470501
1440647_at	BB466827
1440648_at	BB321956
1440649_at	BB534355
1440650_at	BB503709
1440651_at	BM238701
1440652_at	BB529324
1440653_at	BB473157
1440654_at	BM246209
1440655_at	BB076281
1440656_at	BB458541
1440657_at	AW547468
1440658_at	BB550452
1440659_at	BB203691
1440660_at	BB460876
1440661_at	BB668054
1440662_at	AV341509
1440663_at	BB322506
1440664_at	BB277114
1440665_at	AV304014
1440666_at	AV282543
1440667_at	BB324098
1440668_at	BM235389
1440669_at	BB438788
1440670_at	BB503817
1440671_at	BB162048
1440672_at	BF018747
1440673_at	BB431289
1440674_at	BB480385
1440675_at	AW556148
1440676_at	BB269760
1440677_at	BB308744
1440678_at	BM119516
1440679_at	BB479441
1440680_at	AV283019
1440681_at	BM115621
1440682_at	BB180429
1440683_at	BB279543
1440684_at	BB187472
1440685_at	BB205199
1440686_at	BB115142
1440687_at	AV293622
1440688_at	BM244666
1440689_at	AW555308
1440690_at	BB473987
1440691_at	AV373767
1440692_at	AV280269
1440693_at	BB424787
1440694_at	BB523556
1440695_at	BB471462
1440696_at	BE985220
1440697_at	AV309202
1440698_at	BB380493
1440699_at	BB189640
1440700_a_at	BB227996
1440701_at	BM229163
1440702_at	AU022563
1440703_at	BM199768
1440704_at	BM248364
1440705_at	AU021720
1440706_at	BM210179
1440707_at	AV298122
1440708_at	BM121854
1440709_at	BB375586
1440710_at	C77232
1440711_at	BB426320
1440712_at	BB278215
1440713_at	BB280267
1440714_at	BB083283
1440715_s_at	AU021842
1440716_at	BB188841
1440717_at	BG063170
1440718_at	BB135497
1440719_at	AV251087
1440720_s_at	AV251087
1440721_at	C85455
1440722_at	BB284387
1440723_at	BB361830
1440724_at	BF466664
1440725_at	BB131092
1440726_at	BB667326
1440727_at	BF472124
1440728_at	BB283560
1440729_at	AI649374
1440730_at	BB284266
1440731_at	BI134269
1440732_at	BB701723
1440733_at	BB181879
1440734_at	BM200220
1440735_at	BB283168
1440736_at	AI131651
1440737_at	BB700364
1440738_at	BB700680
1440739_at	AW228853
1440740_at	AV006603
1440741_at	BB829587
1440742_at	BF019417
1440743_at	BB735533
1440744_at	AV234968
1440745_at	BB796293
1440746_at	BG071588
1440747_at	BB745944
1440748_at	AI504626
1440749_at	AI848345
1440750_at	BB712315
1440751_at	AI429212
1440752_at	BB796873
1440753_at	BE957352
1440754_at	BG797192
1440755_at	BB728878
1440756_at	BB712642
1440757_at	BB750206
1440758_at	BB748724
1440759_at	BB321369
1440760_at	BB230700
1440761_at	AI481332
1440762_at	AI606043
1440763_at	AW489347
1440764_at	AI552435
1440765_at	AI604810
1440766_at	AV001099
1440767_at	BB787829
1440768_x_at	AV209873
1440769_at	BM936071
1440770_at	AI505544
1440771_at	BB093204
1440772_x_at	BB257157
1440773_at	BB209878
1440774_x_at	BB061859
1440775_at	AV046380
1440776_at	BB709234
1440777_x_at	BB559010
1440778_x_at	BB167921
1440779_s_at	BB502156
1440780_x_at	BB392676
1440781_at	BB333095
1440782_at	BB238897
1440783_at	BB521182
1440784_at	BB042712
1440785_at	BB144657
1440786_x_at	BB377927
1440787_s_at	BB106485
1440788_at	BB316368
1440789_at	BB243938
1440790_x_at	BB394466
1440791_x_at	AV337405
1440792_x_at	BB405850
1440793_at	AV205680
1440794_x_at	AV205680
1440795_x_at	BB259371
1440796_at	BB561281
1440797_at	BB023120
1440798_x_at	AV039925
1440799_s_at	AI465173
1440800_at	BB251113
1440801_s_at	BB391602
1440802_at	BB349272
1440803_x_at	BB498416
1440804_at	BB548312
1440805_at	BB207219
1440806_x_at	AV305197
1440807_at	BB337886
1440808_x_at	BB209710
1440809_at	BB530868
1440810_x_at	BB246383
1440811_x_at	BB030365
1440812_at	BB178995
1440813_s_at	AI451018
1440814_x_at	BB267880
1440815_x_at	BB099075
1440816_x_at	AV089443
1440817_x_at	BB242445
1440818_s_at	BB161546
1440819_s_at	BB541793
1440820_x_at	AV206071
1440821_x_at	AV041077
1440822_x_at	BB333366
1440823_x_at	BB005209
1440824_at	BI465645
1440825_s_at	AV100366
1440826_s_at	BB285582
1440827_x_at	BB018032
1440828_x_at	AV270770
1440829_x_at	AV266869
1440830_at	AW547876
1440831_at	AV324314
1440832_at	BE199688
1440833_at	BG070538
1440834_at	BB502441
1440835_at	AV224554
1440836_at	BB090304
1440837_at	BG144448
1440838_at	BQ126997
1440839_x_at	AV047075
1440840_at	BB335455
1440841_at	BF714941
1440842_at	AI449439
1440843_at	BB258200
1440844_at	AA242096
1440845_at	BB323696
1440846_at	BB430553
1440847_at	BB326749
1440848_at	BE628680
1440849_at	AV327187
1440850_at	BG074676
1440851_at	BI076810
1440852_at	AV248340
1440853_at	BB432528
1440854_at	BM214836
1440855_at	AI647473
1440856_at	AW909414
1440857_at	BE980696
1440858_at	BB830220
1440859_at	BM122144
1440860_at	BB126987
1440861_a_at	BE944832
1440862_at	BB629079
1440863_at	BB333039
1440864_at	BB456416
1440865_at	BB193024
1440866_at	AV328340
1440867_at	BB703945
1440868_at	BB287989
1440869_x_at	BB076796
1440870_at	BB356786
1440871_at	AI835038
1440872_at	BB324802
1440873_at	BE197100
1440874_at	BE686667
1440875_a_at	BM233052
1440876_at	BE691686
1440877_at	BE457624
1440878_at	BB795285
1440879_at	AW046072
1440880_at	BI648107
1440881_at	BM249644
1440882_at	BB750940
1440883_at	BM125576
1440884_s_at	BB218047
1440885_at	AW546029
1440886_at	BE949427
1440887_at	AW537434
1440888_at	BB551848
1440889_at	BI155197
1440890_a_at	BQ176399
1440891_at	AV336506
1440892_at	BG064530
1440893_at	BB031426
1440894_at	BE984574
1440895_at	BB122340
1440896_at	BM196755
1440897_at	AW823639
1440898_at	BB474395
1440899_at	BB141577
1440900_at	AV312603
1440901_at	BB279524
1440902_at	AI854460
1440903_at	BG073023
1440904_at	BB189556
1440905_at	AI451467
1440906_at	BB431636
1440907_at	BE692038
1440908_at	BB447861
1440909_at	AV270586
1440910_at	AW495307
1440911_at	AI429655
1440912_at	AW909470
1440913_at	BB019247
1440914_s_at	BG071681
1440915_at	BG067775
1440916_at	BE200006
1440917_at	AW494963
1440918_at	AW495511
1440919_at	BB462480
1440920_at	BB535404
1440921_at	AI527293
1440922_at	AI506672
1440923_at	AI851771
1440924_at	BM239553
1440925_at	BG073024
1440926_at	BB555042
1440927_x_at	AA214835
1440928_at	AV252126
1440929_at	BB134815
1440930_a_at	BG807042
1440931_at	BG807042
1440932_at	BB428585
1440933_at	BB004419
1440934_at	BQ178166
1440935_at	BQ176837
1440936_at	BG065785
1440937_at	BB477207
1440938_at	BE457612
1440939_at	BM245544
1440940_at	BE949510
1440941_at	BM935152
1440942_at	AW489137
1440943_at	BB362902
1440944_at	BF463236
1440945_at	BB230205
1440946_at	BB354702
1440947_at	BB481861
1440948_at	BM119192
1440949_at	AW823483
1440950_at	BE852439
1440951_x_at	AW123067
1440952_at	BM123777
1440953_at	BB349188
1440954_at	BM114723
1440955_at	BQ126564
1440956_at	AI120550
1440957_at	BB847171
1440958_at	BF462492
1440959_s_at	BB759556
1440960_at	BB236692
1440961_at	BB546060
1440962_at	AV361504
1440963_at	BB763986
1440964_s_at	BB763986
1440965_at	AW018348
1440966_at	BB248730
1440967_at	AI666381
1440968_at	BB337960
1440969_at	BE944957
1440970_at	BM218863
1440971_x_at	BB823641
1440972_at	AI413236
1440973_at	BQ174511
1440974_at	BB242458
1440975_at	BB275943
1440976_at	BB609668
1440977_at	BB201490
1440978_at	BE992189
1440979_at	BE994321
1440980_at	AV258531
1440981_at	BB266045
1440982_at	BB209400
1440983_at	AW492503
1440984_at	BE943712
1440985_at	BB453509
1440986_at	BM197823
1440987_at	BE988096
1440988_at	BB375207
1440989_at	BB183373
1440990_at	BB012037
1440991_at	BB084125
1440992_at	AV276161
1440993_at	BB667477
1440994_at	BB003227
1440995_at	BE946005
1440996_at	AV237452
1440997_at	AV236734
1440998_at	BB187430
1440999_at	BB560193
1441000_at	BB076832
1441001_at	BB045561
1441002_at	BB078377
1441003_at	BG069525
1441004_at	BB006752
1441005_at	BB758998
1441006_at	BB270693
1441007_at	BM941293
1441008_at	BB357254
1441009_at	BB749614
1441010_at	BE952893
1441011_at	AU014702
1441012_at	BG064467
1441013_at	BG067055
1441014_at	BM240259
1441015_at	BG068659
1441016_at	AW493417
1441017_at	BB336452
1441018_at	BB453432
1441019_at	BB012129
1441020_at	BB474515
1441021_at	BE952045
1441022_at	BB354785
1441023_at	BG066754
1441024_at	BE996261
1441025_at	BB333919
1441026_at	BB552308
1441027_at	AI503636
1441028_at	BG066313
1441029_at	BI076737
1441030_at	BB308974
1441031_at	BB399906
1441032_at	BB667779
1441033_at	BB667269
1441034_at	BB184062
1441035_at	BB005970
1441036_at	BB189586
1441037_at	BB308131
1441038_at	BB153362
1441039_at	AI553614
1441040_at	BG229265
1441041_at	BB529246
1441042_at	BE688115
1441043_at	AV046786
1441044_at	BB394275
1441045_at	BB037235
1441046_at	AV328302
1441047_at	BB082429
1441048_at	BB037822
1441049_at	AV328356
1441050_at	BB235490
1441051_at	BB401251
1441052_at	BB526046
1441053_at	BM942426
1441054_at	BB312717
1441055_at	BB431157
1441056_at	BM206593
1441057_at	BB291766
1441058_at	BB434111
1441059_at	BB705620
1441060_at	BG072416
1441061_at	BG072567
1441062_at	BB133021
1441063_at	BB229155
1441064_at	BF467171
1441065_at	BB305753
1441066_at	AW122064
1441067_at	AW488362
1441068_at	BB631473
1441069_at	BG069709
1441070_at	BB660130
1441071_at	BB181225
1441072_at	BB353142
1441073_at	BG072147
1441074_at	BE995162
1441075_at	AW541389
1441076_at	BM939297
1441077_at	AW494980
1441078_at	AV205046
1441079_at	BE852447
1441080_at	BE947082
1441081_a_at	BE133150
1441082_at	BE947485
1441083_at	BB799287
1441084_at	BE686333
1441085_at	AW494655
1441086_at	AI596589
1441087_at	BB311645
1441088_at	BB202216
1441089_at	BB205493
1441090_at	BG074758
1441091_at	BQ175164
1441092_at	BB214614
1441093_at	AI644190
1441094_at	AI506561
1441095_at	AW489113
1441096_at	BB373192
1441097_at	AI593475
1441098_at	BG298178
1441099_at	BF018302
1441100_at	BB496952
1441101_at	BB076023
1441102_at	BB429201
1441103_at	BE983409
1441104_at	BG071711
1441105_at	BE980314
1441106_at	BB320444
1441107_at	BB292639
1441108_at	AU040876
1441109_at	BG070250
1441110_at	BB280837
1441111_at	AV364387
1441112_at	BB394889
1441113_at	BB205989
1441114_at	BB079184
1441115_at	BB205273
1441116_at	BG068961
1441117_at	AI549877
1441118_at	BB389461
1441119_at	BM244074
1441120_at	BB268577
1441121_at	BM239448
1441122_at	AU024342
1441123_at	BB023801
1441124_at	AV224430
1441125_at	BB398178
1441126_at	BG074324
1441127_at	BB460036
1441128_at	BB376197
1441129_at	BB155713
1441130_at	BB837112
1441131_at	BB629216
1441132_at	BB667426
1441133_at	BB731084
1441134_at	BG063009
1441135_at	BB165387
1441136_at	BM245387
1441137_at	AV260198
1441138_at	AV295543
1441139_at	BB321858
1441140_at	BB466029
1441141_at	BB008886
1441142_at	BE944567
1441143_at	BE946371
1441144_at	BE984325
1441145_at	BB448266
1441146_at	C76358
1441147_at	C79038
1441148_at	BM119405
1441149_at	BG071610
1441150_x_at	BB829165
1441151_at	BG071797
1441152_at	BQ031998
1441153_at	AW541437
1441154_at	BG071951
1441155_at	BB168446
1441156_at	AU024383
1441157_at	BB380266
1441158_at	BB707145
1441159_at	BB726231
1441160_at	BB480783
1441161_at	BB307791
1441162_at	BM249258
1441163_at	BG071747
1441164_at	BG071985
1441165_s_at	AI448973
1441166_at	AW123460
1441167_at	BE953675
1441168_at	BG071836
1441169_at	BE950996
1441170_a_at	BB531641
1441171_at	BF467254
1441172_at	BM239026
1441173_at	AV352442
1441174_a_at	BB182358
1441175_at	BB069848
1441176_at	BG068999
1441177_at	AW552076
1441178_at	BB818617
1441179_at	BB109768
1441180_at	BB404952
1441181_at	BE957389
1441182_at	BG066622
1441183_at	BG070100
1441184_at	BE956039
1441185_at	AV319863
1441186_at	BM119035
1441187_at	BB070287
1441188_at	BB211325
1441189_at	BE979836
1441190_at	AV381444
1441191_at	AV237372
1441192_at	BB135800
1441193_at	BB473724
1441194_at	BB365484
1441195_at	BB044338
1441196_at	BB185017
1441197_at	AW494454
1441198_at	BB311524
1441199_at	BB104651
1441200_at	BB327909
1441201_at	BM239885
1441202_at	BB199857
1441203_at	BB097040
1441204_at	BB154198
1441205_at	AW060340
1441206_at	BB107526
1441207_at	BB129813
1441208_at	AW546142
1441209_at	BB522140
1441210_at	BM940545
1441211_at	BE865070
1441212_at	AV350862
1441213_at	AV370141
1441214_at	BQ176550
1441215_at	BB001762
1441216_at	BB024025
1441217_at	BB532588
1441218_at	AV272776
1441219_at	BB003338
1441220_at	BB457124
1441221_at	BB391151
1441222_x_at	BG071618
1441223_at	BB260801
1441224_at	BB394637
1441225_at	AI848301
1441226_at	AI503604
1441227_at	BB072955
1441228_at	BM123813
1441229_at	BB468551
1441230_at	BB470469
1441231_at	BB233964
1441232_at	BE957315
1441233_at	BM240795
1441234_at	BE985476
1441235_at	BM942872
1441236_at	AV373598
1441237_at	BG063760
1441238_at	BG074304
1441239_at	BB067600
1441240_at	BG069759
1441241_at	BB126309
1441242_at	BB229546
1441243_at	BM251084
1441244_at	BE956466
1441245_a_at	BB006567
1441246_s_at	BB381260
1441247_at	BE952586
1441248_at	BB328803
1441249_at	AV259068
1441250_at	AV277090
1441251_a_at	AI427073
1441252_at	AI427073
1441253_at	BB474427
1441254_at	BM932536
1441255_at	BB038598
1441256_at	BB304800
1441257_x_at	BB304800
1441258_at	BB316516
1441259_s_at	C86139
1441260_a_at	BE947089
1441261_at	BE947089
1441262_at	BB251396
1441263_a_at	AV009179
1441264_x_at	AV009179
1441265_at	BM199958
1441266_at	BM238307
1441267_at	BG921750
1441268_at	BM117318
1441269_at	BB615665
1441270_at	BB158489
1441271_at	C78231
1441272_at	BI249188
1441273_at	BB709101
1441274_at	BB283974
1441275_at	BM225706
1441276_at	AV174021
1441277_s_at	AV174021
1441278_at	AI503156
1441279_at	BB284344
1441280_at	BF322939
1441281_s_at	AU024536
1441282_at	BB770073
1441283_at	BG069528
1441284_at	BB283819
1441285_at	AW124536
1441286_at	AI461774
1441287_at	BB369299
1441288_at	AW489857
1441289_at	BM933567
1441290_at	BE980189
1441291_at	BB805942
1441292_at	BB748748
1441293_at	BB499275
1441294_at	AU043657
1441295_at	BB712151
1441296_at	BE957244
1441297_at	BG147188
1441298_at	BB729922
1441299_at	BB832988
1441300_at	BB275623
1441301_at	BB727497
1441302_at	BB270688
1441303_at	AW912607
1441304_at	BQ128572
1441305_at	BB360028
1441306_at	AW048149
1441307_at	AI604442
1441308_at	AW488144
1441309_at	AW045948
1441310_at	AW491018
1441311_at	BG063083
1441312_at	BE957323
1441313_x_at	BB104635
1441314_at	AV303517
1441315_s_at	BB449198
1441316_at	BB234335
1441317_x_at	BB316060
1441318_at	BB312171
1441319_at	BB449095
1441320_a_at	AV377664
1441321_at	BG063315
1441322_at	BB498007
1441323_at	AV370587
1441324_at	BB362177
1441325_at	BE952938
1441326_at	AV381752
1441327_a_at	AV325051
1441328_at	BB222968
1441329_at	BQ176727
1441330_at	BG295465
1441331_at	BB153043
1441332_at	BG067957
1441333_at	BB485544
1441334_at	BB528600
1441335_at	BB014079
1441336_at	AV277035
1441337_at	BE948900
1441338_at	BB036132
1441339_at	BG230324
1441340_at	BF018298
1441341_at	AI661074
1441342_at	BQ030854
1441343_at	BG070780
1441344_at	BG066747
1441345_at	BG066726
1441346_at	BB162465
1441347_at	BB153954
1441348_at	BB667885
1441349_at	BG063635
1441350_at	AV302620
1441351_at	BG075925
1441352_at	BB667558
1441353_at	BB093903
1441354_at	BG069312
1441355_at	BB536126
1441356_at	BB053802
1441357_at	AW494250
1441358_at	BB027682
1441359_at	AV381417
1441360_at	AW546661
1441361_at	BB336845
1441362_at	AW493584
1441363_at	BQ174855
1441364_at	BG075835
1441365_at	BB490576
1441366_at	BG067531
1441367_a_at	BG076370
1441368_at	BB102769
1441369_at	BB329116
1441370_at	BB470329
1441371_at	BQ174019
1441372_at	BB153281
1441373_at	BB026958
1441374_at	BG066541
1441375_at	AU043080
1441376_at	BB426412
1441377_at	BB524734
1441378_at	AV239122
1441379_at	AU043288
1441380_at	BB044461
1441381_at	BB091194
1441382_at	BB077045
1441383_at	AW489095
1441384_at	BB035768
1441385_at	AI448508
1441386_at	BB336546
1441387_at	BB182811
1441388_at	BB428710
1441389_at	BB045448
1441390_at	AV280058
1441391_at	BG069873
1441392_at	BB307362
1441393_at	AV228518
1441394_at	BG065701
1441395_at	BG068089
1441396_at	AV328619
1441397_at	BG063922
1441398_at	BG068080
1441399_at	BG069629
1441400_at	AV328009
1441401_at	BG066485
1441402_at	BG064958
1441403_at	AV339054
1441404_at	BG075643
1441405_at	BM119869
1441406_at	BG076159
1441407_at	BG070040
1441408_at	BG071781
1441409_at	BG072108
1441410_at	BG073480
1441411_at	BQ031226
1441412_s_at	BG965876
1441413_at	BM247599
1441414_at	BG075856
1441415_at	BB053442
1441416_at	BQ176731
1441417_at	BB363313
1441418_at	BM240473
1441419_at	BB027107
1441420_at	AU067686
1441421_at	BG066902
1441422_at	BG067128
1441423_at	BB344763
1441424_at	BG074145
1441425_at	BM202580
1441426_at	BB052528
1441427_at	BB282989
1441428_at	BB667349
1441429_at	BB295945
1441430_at	BQ174667
1441431_at	BB245313
1441432_at	BB433598
1441433_at	AW552008
1441434_at	BB078651
1441435_at	BG075809
1441436_at	BB375943
1441437_at	BM119933
1441438_at	BB053542
1441439_at	BB433553
1441440_at	BB530484
1441441_at	BB039188
1441442_at	BM232203
1441443_at	BB025213
1441444_at	BB022773
1441445_at	AW553065
1441446_at	BB225818
1441447_at	AV338483
1441448_at	BM239661
1441449_at	BB362489
1441450_s_at	BB362489
1441451_at	BB435225
1441452_at	BB372680
1441453_at	BB341122
1441454_at	AV274462
1441455_at	BB128319
1441456_at	BB335489
1441457_at	AV277207
1441458_at	AV243180
1441459_at	BB364080
1441460_at	BB435465
1441461_at	AV323439
1441462_at	BB428868
1441463_at	BB525091
1441464_at	BB231926
1441465_at	BB046752
1441466_at	BG066615
1441467_at	BB307636
1441468_at	BB326028
1441469_at	BB430711
1441470_at	BB277394
1441471_at	BG075185
1441472_at	BB227164
1441473_at	BB265197
1441474_at	BB373370
1441475_at	BB121627
1441476_at	BB067407
1441477_at	BB120190
1441478_at	BB142076
1441479_at	BB126042
1441480_at	BB541643
1441481_at	AV262974
1441482_at	BB540608
1441483_at	BB282832
1441484_at	AV352256
1441485_at	AV375633
1441486_at	BB409627
1441487_at	BB197646
1441488_at	AV277246
1441489_at	BB364745
1441490_at	BB024717
1441491_at	BB246530
1441492_at	BB211820
1441493_at	BB199103
1441494_at	BB160773
1441495_at	BB183090
1441496_at	AV237053
1441497_at	AV364133
1441498_at	AW546318
1441499_at	BB182155
1441500_at	BB358022
1441501_at	AV382262
1441502_at	BB183114
1441503_at	BM119370
1441504_at	AV277307
1441505_at	BB211484
1441506_at	AV321547
1441507_at	AW550681
1441508_at	BB280444
1441509_at	BB152912
1441510_at	BB157359
1441511_at	BB371253
1441512_at	BB039760
1441513_at	BB040938
1441514_at	BB280460
1441515_at	AV230440
1441516_a_at	BB527707
1441517_at	BB277520
1441518_at	BB277231
1441519_at	BB416480
1441520_at	BB478135
1441521_at	BB357435
1441522_at	BB083931
1441523_at	BB485186
1441524_at	BM240218
1441525_at	AV280291
1441526_at	BB382648
1441527_at	AV280476
1441528_at	BB307742
1441529_at	BB325889
1441530_at	BB209729
1441531_at	BB143801
1441532_at	BB387438
1441533_at	BB080402
1441534_at	BG067565
1441535_at	AV381294
1441536_at	AV362707
1441537_at	BB443044
1441538_at	BB267954
1441539_at	BB532135
1441540_at	BB529533
1441541_at	BB533719
1441542_at	BB083824
1441543_at	BB455050
1441544_at	BM114572
1441545_at	BM243297
1441546_at	BB464777
1441547_at	BB453909
1441548_at	BM119551
1441549_at	BB473454
1441550_at	BB083737
1441551_at	BB196537
1441552_at	BB032962
1441553_at	BB230897
1441554_at	BB463760
1441555_at	BB468001
1441556_at	BB476958
1441557_at	BB491571
1441558_at	BB472163
1441559_at	BB111245
1441560_at	AV279527
1441561_at	BM239451
1441562_at	BE980190
1441563_at	BB228319
1441564_at	AV277330
1441565_at	BB016866
1441566_at	AV241666
1441567_at	BM118375
1441568_at	BB545737
1441569_at	BB553926
1441570_at	BB066943
1441571_at	BB202709
1441572_at	BB264612
1441573_at	BB297140
1441574_at	BB084593
1441575_at	BB055950
1441576_at	BB199132
1441577_at	BB419140
1441578_at	BB142123
1441579_at	BB461344
1441580_at	AW551517
1441581_at	AV233423
1441582_at	BB265898
1441583_at	C80925
1441584_at	BB555654
1441585_at	BB207192
1441586_at	BB549704
1441587_at	BB430723
1441588_at	BB487239
1441589_at	BB634277
1441590_at	BB139291
1441591_at	BG069177
1441592_at	BB667902
1441593_at	BB218551
1441594_at	BB163458
1441595_at	BM239778
1441596_at	BB529529
1441597_at	BB084168
1441598_at	AV246773
1441599_at	BB525681
1441600_at	BB667958
1441601_at	BB212440
1441602_at	BG072391
1441603_at	BQ174132
1441604_at	BM248597
1441605_at	BB229621
1441606_at	BB307964
1441607_at	BG075723
1441608_at	BB559910
1441609_at	BG083677
1441610_at	BB306826
1441611_at	BM250081
